index,y
0,613.1353285594869
1,192.8161867018751
2,627.4643425141902
3,1248.172720194667
4,1069.4835221759001
5,318.15205729014644
6,459.5203211498249
7,270.17273962992033
8,875.5990964839789
9,193.41041591734745
10,951.8249312095004
11,336.4320479925319
12,472.7029740186863
13,291.68392548983866
14,247.63888318396414
15,316.5632319246449
16,957.0905354320339
17,657.9080413205301
18,460.70461668809605
19,208.47267341406084
20,617.8224747046654
21,195.18432205166005
22,278.541585477704
23,851.7573527907923
24,1182.960504704277
25,420.85647145942744
26,556.814412811239
27,252.90092934603075
28,667.1848572415704
29,373.6590033857275
30,216.7477164912894
31,1367.1622771362338
32,633.8385787068323
33,541.5788982521237
34,604.9127501189489
35,189.69289079001953
36,308.90367507179667
37,219.7408534765981
38,436.2456292722632
39,420.2770649986904
40,170.69580656462608
41,353.06609919541467
42,859.7417399864908
43,107.37134546776633
44,767.1053373095532
45,210.6291241981256
46,541.893310259743
47,481.781913200864
48,162.98479569824653
49,542.9123901709523
50,408.0527385009443
51,360.6064716569082
52,568.2908418368744
53,424.6147579335495
54,176.0372842946564
55,827.8742648180043
56,217.18594121248412
57,628.5119974161081
58,814.4353076221284
59,139.07592772212092
60,318.09811544126626
61,423.83305235014416
62,527.2445877591653
63,272.84565613281563
64,706.1855450486446
65,329.4126292474456
66,798.9244139489662
67,445.03956254312936
68,182.83998467711575
69,207.39157169408617
70,921.2540557092146
71,250.35572467752195
72,438.0461471943039
73,545.0392580131329
74,402.1779510798365
75,221.35724509721496
76,147.79567959777734
77,233.84335402051582
78,209.0276964647491
79,128.56306252273876
80,168.46345156452094
81,148.53549054637512
82,547.9452841467489
83,164.14372026442916
84,258.6796750672756
85,222.9369865738105
86,297.47988581864195
87,146.77471480759667
88,474.76410439771047
89,201.10151840034302
90,157.62464353370405
91,198.29447826127796
92,424.1762743491238
93,596.1429915844492
94,201.2132701820483
95,1177.0882402616962
96,302.86040864500126
97,504.8049294212433
98,337.40621752857066
99,287.95059865113353
100,574.6800627379293
101,1075.7525492184154
102,535.4646086109603
103,1215.6801892102249
104,488.13072647045254
105,1558.4076251865806
106,1476.4418105373204
107,116.15386361055421
108,274.38156750194867
109,474.2254437870463
110,139.4949517655088
111,659.902385716485
112,525.5161137893696
113,159.98602562722917
114,280.9453857793576
115,367.6123514316722
116,356.3631333901152
117,428.54750727967223
118,117.56221788577122
119,493.79898375747604
120,375.9130134313357
121,462.2038860856849
122,704.487307689838
123,317.06412987104284
124,874.8899501830492
125,190.13423148723734
126,437.8785859591168
127,467.1251336792569
128,583.0202770935354
129,329.49085452387874
130,425.3310218733863
131,466.93654463469807
132,413.5792815980036
133,127.4437880745185
134,138.57093695663153
135,264.4490816139252
136,454.6961582061591
137,430.8680678417712
138,536.1301463895059
139,537.5325489505417
140,586.7229695758522
141,484.54074583489796
142,447.3749010927423
143,624.3495131832899
144,482.9783122742475
145,140.51221352649907
146,104.24514777062778
147,429.78416253847627
148,364.8106049790971
149,511.47921957909057
150,256.78679018548837
151,459.7601826989055
152,1253.23781911093
153,498.9640907388159
154,302.0669922450612
155,132.45989018960427
156,436.3095816004753
157,231.80210837438062
158,351.9484295412203
159,167.7433458361951
160,921.221866365805
161,257.40444503462527
162,994.668682095339
163,340.4014553347545
164,1040.8839328033182
165,116.19641184912024
166,393.92069914350566
167,267.0286502248793
168,372.07418757017626
169,271.0150425800069
170,430.32362673379833
171,604.138877967675
172,757.6891500955171
173,691.4550220051719
174,378.54083923694304
175,249.38975838883724
176,199.26979410725784
177,365.2551817853029
178,148.99426199387057
179,765.9223046145864
180,645.3987967053682
181,145.61778845161496
182,558.126873789271
183,494.92873527378924
184,177.86857088387382
185,250.0911053328038
186,158.3060931836664
187,455.95142426824464
188,145.30503435474878
189,245.96408828277498
190,602.7312071383213
191,317.4373241504775
192,175.9415293133752
193,578.0084716229301
194,237.53302253630355
195,226.0806687540253
196,321.8900896535764
197,410.85351910865984
198,163.27221543159226
199,565.0629475861429
200,334.35332486130505
201,320.07204321854897
202,1652.6288030786457
203,432.48429599993506
204,250.93086339605813
205,153.66482118094598
206,261.27929327026527
207,163.55312683696235
208,383.0803169030563
209,716.0580795931317
210,376.8875406488828
211,937.4857717480907
212,246.24490509605056
213,230.7811098948575
214,301.1041027642378
215,278.88479741932497
216,552.982369213772
217,481.2169063587349
218,689.1760060003055
219,1443.2820448756156
220,771.2989759329794
221,756.3249984863155
222,1073.3227696408644
223,559.458191052197
224,456.33240462706954
225,1033.561282767141
226,151.82277558969506
227,392.5714767296546
228,832.3083805782574
229,558.1930431596304
230,125.94986031318301
231,639.6796074483716
232,492.4042173323471
233,407.60726134048275
234,92.99707144399008
235,183.73768609521522
236,252.46610204506814
237,606.274644384106
238,198.78990823567426
